paper,section_name,nchar,text,journal
204 pasyanos jgrb50576.pdf,surface.wave.data.sets.and.surface.wave.model,6710,"5. Surface Wave Data Sets and Surface Wave Model We assembled a surface wave data set by combining dispersion measurements from four groups: Lawrence Livermore National Laboratory [ Pasyanos , 2005], the University of Colorado [ Levshin and Ritzwoller , 2001], c(""Columbia University ["", ""EkstrÃ¶m"", "", 2011], and the"", ""University of California at San Diego (Ma and"", ""Masters, submitted manuscript, 2014; Ma"", ""et al., submitted manuscript, 2014). These"", ""data are then used to compile global"", ""d",Journal of Geophysical Research
204 pasyanos jgrb50576.pdf,inversion.examples,3070,"6. Inversion Examples The inversion for structure at each node is perhaps best illustrated by example. Here we invert for a single node in Siberia (Figure 5). The basic method of inverting the dispersion results for layered Earth structure is the grid search method described in Pasyanos [2010]. As mentioned, we perform a grid search over four Journal of Geophysical Research: Solid Earth 10.1002/2013JB010626 parameters: crustal velocity perturbation, upper mantle velocity perturbation, crustal th",Journal of Geophysical Research
204 pasyanos jgrb50576.pdf,the.litho1.0.model,13939,"7. The LITHO1.0 Model Inversions like the examples shown above are performed independently at each node in our model. There is no inherent smoothness in the model other than that in the underlying surface wave dispersion maps. We then assemble the results and examine the evolution of key lithospheric parameters such as average crustal velocity, crustal thickness, upper mantle velocity, and lithospheric thickness relative to the starting model. We will then fi examine the model on a ner scale for",Journal of Geophysical Research
204 pasyanos jgrb50576.pdf,x.b..lithospheric.thickness.from.the.study.of,3215,"7. (b) Lithospheric thickness from the study of Yuan and Romanowicz [2010]. We performed a similar comparison of lithospheric thickness estimates in Africa with the study of Priestley and Tilmann [2009]. In this study, the seismic velocity structure of the upper mantle is used to estimate temperature. Temperature, in turn, is used to estimate where the mode of heat transport changes from fi conduction to advection, which is then de ned as the base of the lithosphere. Comparisons of lithospheric ",Journal of Geophysical Research
204 pasyanos jgrb50576.pdf,model.validation.and.discussion,1738,"8. Model Validation and Discussion fi As we used surface wave data to build the model, we would expect that they be t by the model. Since we are constructing the model with prior information, however, this is not necessarily the case. An initial validation fi test, then, is to see how the inverted model does at tting the input surface wave data. Figure 14 shows an fi fi example of ts for Rayleigh waves at different periods, the rst being 20 mHz (50 s) phase velocities, and the second being 30 mH",Journal of Geophysical Research
204 pasyanos jgrb50576.pdf,x.other.,377,"The model matches surface wave dispersion over a frequency band wider than the band used in the inversion. Received 22 AUG 2013 There are several avenues for improving the model in the future by including attenuation and anisotropy, as Accepted 24 FEB 2014 well as making use of surface waves at higher frequency. Accepted article online 1 MAR 2014 Published online 25 MAR 2014",Journal of Geophysical Research
207 quere jgrb50102.pdf,introduction,8628,"Introduction [ ] Seismic tomography is one of the most powerful tools 2 geophysicists have for probing the deep mantle. Tomograph- ically obtained maps of laterally varying seismic velocities reveal the signatures of subducted slabs [ Grand et al ., 1997; Vander Hilstetal ., 1997; Boschi and Dziewonski , 1999; Gorbatov et al ., 2000; Hall and Spakman , 2002; Grand , 2002; Replumaz et al ., 2004; Zhao , 2004; Wookey and Kendall , 2004; Sigloch et al ., 2008; Ritsema et al ., 2011; van der Meer et",Journal of Geophysical Research
207 quere jgrb50102.pdf,model.description,10367,"Model Description [ ] We model buoyancy driven flow by solving the 8 equations for mass, momentum, and energy conservation in an infinite Prandtl number, Boussinesq fluid. The mod- Ã<81> els feature a Newtonian viscosity, , and include both depth and temperature dependence of viscosity. All other fluid properties are constant in time and space. In all cases pre- sented, we assume an upper mantle viscosity with no depth Ã<81> dependence. This reference viscosity, , corresponds to the 0 upper mant",Journal of Geophysical Research
207 quere jgrb50102.pdf,results,46367,"Results [ ] We first present a reference model, which we use to 19 illustrate details of the major characteristics of the models presented. We then describe the findings from three sets of models that address the effects of different aspects of mantle and slab properties. 3.1. Reference Model [ ] Our reference model serves as a benchmark case 20 that can be compared with subsequent models that feature systematic changes in the model setup. Initially, the slab in this model has a thickness of 120",Journal of Geophysical Research
207 quere jgrb50102.pdf,discussion,22426,"Discussion 4.1. Model Simplifications [ ] Our main goal is to identify major physical prop- 57 erties of the mantle and the detached oceanic plates that may explain the inferred foundering of oceanic slabs in the mid-mantle. Specifically, we focus on the controlling fac- tors on slab sinking rates in cases that allow slabs to pass from the upper mantle to the CMB. However, the detached slab model we consider is very simple and does not include some aspects of real detached oceanic plates. Here w",Journal of Geophysical Research
207 quere jgrb50102.pdf,conclusions,3650,"Conclusions [ ] In order to understand the inferred variation in the 76 mid-mantle depth ages [e.g., Van der Voo et al ., 1999a, 1999b; van der Meer et al ., 2010] of slab remnants result- ing from terminated subduction, we examined more than a dozen models of sinking slabs in an isothermal background mantle. Although sinking rates are largely controlled by mantle slab viscosity profile and effective Rayleigh number [ Steinberger , 2000; Jarvis and Lowman , 2005, 2007], we conclude that initial ",Journal of Geophysical Research
207 quere jgrb50102.pdf,references,6724,"References Bijwaard, H., W. Spakman, and E. R. Engdahl (1998), Closing the gap between regional and global travel time tomography, J. Geophys. Res , 103 , 30,055Â­30,078. Boschi, L., and A. M. Dziewonski (1999), High- and low-resolution images of the Earth's mantle: Implications of different approaches to tomographic modeling, J. Geophys. Res , 103 , 25,567Â­25,594. Chandrasekhar, S. (1961), Hydrodynamic and Hydromagnetic Stability , Oxford University Press, New York. Cizkova, H., A. P van den B",Journal of Geophysical Research
207 quere jgrb50102.pdf,x.other.,2077,"JOURNAL OF GEOPHYSICAL RESEARCH: SOLID EARTH, VOL. 118, 1760Â­1777, doi:10.1002/jgrb.50102, 2013 Subcontinental sinking slab remnants in a spherical geometry mantle model 1 2 1 S. QuÃ©rÃ©, J. P. Lowman, J. Arkani-Hamed, J. H. Roberts, Received 17 April 2012; revised 26 December 2012; accepted 22 January 2013; published 22 April 2013. Comparisons of the paleogeographic record with seismic tomography sections from [ ] 1 the mantle below Asia indicate that detached slab remnants associated with a r",Journal of Geophysical Research
213 renaud jgrb50822.pdf,introduction,4938,"1. Introduction Strong ground motion occurs most frequently where low-velocity, soft sediments overlay hard rock. When seismic waves encounter low seismic velocity material, it increases wave amplitude due to conservation of momentum. In addition, standing waves can be generated with associated large amplitudes for resonant frequencies as a consequence of the layered structure of soil deposits. The effect of the local material elas- ticity on seismic wave frequency and amplitude is broadly known",Journal of Geophysical Research
213 renaud jgrb50822.pdf,nonlinear.elasticity.and.propagation.of.elastic.waves,1731,"2. Nonlinear Elasticity and Propagation of Elastic Waves Nonlinear elasticity is defined as deviations from Hooke's law where the stiffness (or the elastic modulus) of a material depends on the applied strain (static or dynamic) and possibly on the strain rate. In metals and polymers, the relative variation in stiffness is of order 1Â­10 per unit strain. In cracked or granular media, cracks and contacts between grains can tremendously enhance relative stiffness variations that can be of order 10",Journal of Geophysical Research
213 renaud jgrb50822.pdf,dynamic.acoustoelastic.testing.in.situ,2548,"3. Dynamic Acoustoelastic Testing In Situ The purpose of DAET is to measure the wave amplitude dependence (or more generally stress dependence) of the compressibility of a material, i.e., the nonlinear portion of its equation of state (nonlinear elasticity). In DAET, we capitalize on the pump-probe concept: a material is probed simultaneously by two elastic waves, a low-frequency (LF) sine burst and a sequence of high-frequency (HF) pulses. A first source generates an LF Journal of Geophysical R",Journal of Geophysical Research
213 renaud jgrb50822.pdf,experimental.configuration,2861,"3.1. Experimental Configuration The site chosen for this field application of DAET is located near Hornsby Bend (Austin, Texas, USA). The field had been ploughed in the preceding decades, leaving plough tillage (with topsoil and rocks) at the ground surface. The test site was prepared by removal of surface vegetation using a tiller. The top of the vegetation and topsoil was tilled and removed by hand with a shovel to reach native sandy silt at a depth of approx- imately 7 cm. The soil at this de",Journal of Geophysical Research
213 renaud jgrb50822.pdf,signal.processing.and.data.acquisition,3669,"3.2. Signal Processing and Data Acquisition The basic data sets are the acceleration time trains recorded on detectors 1 and 2 (Figure 2b). The output of the accelerometers is an analog voltage, and this is fed to a recording system at the surface which digitally  converts the signal with a sampling period of = 20  s. Each time train is split into (1) a LF part, found sample &lt; &lt; by Fourier analysis and band passing at 20 Hz f 200 Hz and (2) a HF part, found by Fourier analysis &lt; &lt; an",Journal of Geophysical Research
213 renaud jgrb50822.pdf,experimental.protocol,709,3.3. Experimental Protocol The probe of the nonlinear properties of the soil is conducted with an elaborate experimental protocol. It consists of a reference run and a stepwise sequence of runs at finite LF source amplitude. The LF source (T-Rex truck) is driven successively at nominal peak force amplitudes of 9-18-9-36-9-67-9-133-9-222-9 kN. The corresponding LF strain amplitudes produced between the two buried accelerometers are given in Figure 5. A reference run at the lowest LF source amplit,Journal of Geophysical Research
213 renaud jgrb50822.pdf,the.reference.run.,3572,"1. The reference run. (a) The HF source is turned on and a HF pulse is broadcasted every 12.5 ms for approximately 1000 ms (Figures 3 and 4).  - 7 (b) Using the lowest LF source amplitude, strain = 9 Ã— 10 , the LF source is turned on about 50 ms 0 after the HF source is turned on and kept on for approximately 21 periods, about 700 ms. In this first Journal of Geophysical Research: Solid Earth 10.1002/2013JB010625  run at the phase of the initial LF )   a 0 20 -6 pulse is set to zero relative to",Journal of Geophysical Research
213 renaud jgrb50822.pdf,static.strain.field.between.the.two.buried.detectors,1421,"3.4. Static Strain Field Between the Two Buried Detectors compression and expansion. since the soil would be probed at higher time-sampling rate, i.e., at even more different states of dynamic improvement, but more components obtained with additional time shifts would further improve the results erations. Three components for each run (i.e., each LF driving amplitude) add significant time sampling Note that the choice of 1.9 ms and 3.7 ms time shifts (Figure 4) was driven by experimental time co",Journal of Geophysical Research
213 renaud jgrb50822.pdf,run.at,370,"2. Run at . Using LF source amplitude cor- 1 HF acceleration signal measured at 4 m depth (Figure 3c) using  6 - responding to 2 10 steps (a)Â­(c) = Ã— equation (3). (c and d) Enlargements of Figures 4a and 4b between 1 are repeated. 0.4 s and 0.45 s. (d) How the broadcast of the sequence of HF pulses is applied with three different delays (0, 1.9 ms, and 3.7 ms) with",Journal of Geophysical Research
213 renaud jgrb50822.pdf,the.reference.run.is.repeated.,104,3. The reference run is repeated. respect to the LF strain in order to probe soil under various discrete,Journal of Geophysical Research
213 renaud jgrb50822.pdf,the.measurement.protocol.continues.,3667,"4. The measurement protocol continues. states of compression and expansion, at a given driving LF force There are five runs at finite LF source amplitude. A positive LF strain produces an expansion of the soil   6 5 - - amplitude, = 2 Ã— 10 ... = 5 Ã— 10 , while a negative LF strain represents a compressive strain. 1 5  7 - and six reference runs, = 9 Ã— 10 0 (Figure 5). All runs, reference and finite amplitude, have three components. Note that the choice of 1.9 ms and 3.7 ms time shifts (Figure",Journal of Geophysical Research
213 renaud jgrb50822.pdf,dynamic.pump.strain.field.between.the.two.buried.detectors,2056,"3.5. Dynamic Pump Strain Field Between the Two Buried Detectors The dynamic strain field produced at the largest AC force (222 kN) was calculated by the numerical eval- uation of the analytical solution derived by Jones et al. [1998] (using a loss factor of 0.01). At this driving amplitude, the acceleration measured on the base plate of the T-Rex leads to a peak amplitude for the verti- cal dynamic displacement of 0.9 mm. This value is used to scale the numerical estimates detailed below. The ba",Journal of Geophysical Research
213 renaud jgrb50822.pdf,data.processing.and.analysis.of.daet,7710,"3.6. Data Processing and Analysis of DAET The first data processing step is to determine the traveltime and attenuation of the HF pulses (probe) in order to observe how these quantities depend on the strength of the LF strain (pump) that the HF pulses experience. As noted, a HF pulse received at detector 1 goes on to detector 2, crossing c(""Journal of Geophysical Research: Solid Earth"", ""10.1002/2013JB010625"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""-2"", ""-1"", ""0"", ""1"", ""2"", ""x 10"", ""-4"", ""vertical strai",Journal of Geophysical Research
213 renaud jgrb50822.pdf,time.domain.approach,1254,"3.6.1. Time Domain Approach When the LF strain has reached a constant amplitude (at a given driving LF amplitude), the elastic response of soil is (approximately) in a meta stable steady state. During this period (between 80 ms and 650 ms; see Figure 7) it is possible to plot the relative variation in the elastic modulus as a function of the LF strain. Then  we apply a parabolic fit to the relation between the relative variation in the elastic modulus M M M ( ( )- ) LF 0 0  and the LF strain : L",Journal of Geophysical Research
213 renaud jgrb50822.pdf,frequency.domain.approach,1561,"3.6.2. Frequency Domain Approach In the nonlinear encounter between the probe and pump we expect the time of flight of the probe to be influenced by the timing of the LF strain, e.g., the shift in  M is modulated at frequency f and multiples of LF f [ Renaud et al. , 2008; RiviÃ¨re et al. , 2013]. The analysis of this modulation cannot be carried out by applying LF a conventional Fourier transform because the sampling period is not constant in a time trace ( M - M ) M 0 0 composed of the combina",Journal of Geophysical Research
213 renaud jgrb50822.pdf,analysis.of.lf.wave.propagation,2606,"3.7. Analysis of LF Wave Propagation The signal broadcast from the LF source (base plate of the T-Rex) is measured by an accelerometer mounted on the base plate and by the two accelerometers that are buried at 4 m and 5 m depths. However, measuring the compressional wave speed cannot be carried out with the LF signal, because the detectors are located in the near field of the LF source. Indeed, the size of the LF source (2 m) is close to the propagation distance to the buried detectors (  5 m). ",Journal of Geophysical Research
213 renaud jgrb50822.pdf,results,446,"4. Results How does the nonlinear character of the material involved in this study make itself known in the observa- tions that can be made? The pump modifies the material through which the probe propagates. So the probe is to be studied. But additionally, the pump interacts with itself. Consequently, we can look for evidence of the nonlinear elastic behavior of the material both in the received pump signals and in the received probe signals.",Journal of Geophysical Research
213 renaud jgrb50822.pdf,pump,2347,"4.1. Pump As noted previously, the pump signal is recorded by an accelerometer mounted on the base plate of the T-Rex as well as at the two downhole detectors. The times of flight, calculated using a cross-correlation method, between the LF acceleration signal at the base plate and the LF acceleration signal at detectors 1 and 2 (see Figure 3), are found. In Figure 8 the relative change in elastic modulus (derived from the relative increase in the arrival time of the LF signal) is plotted as a f",Journal of Geophysical Research
213 renaud jgrb50822.pdf,daet,5096,"4.2. DAET The probe signal is recorded at the two downhole detectors. A change in compressional wave modulus, deduced from the changes in time of flight between the detectors (equation (5)), is found to be a complicated function of the instantaneous LF strain. For six LF driving amplitudes (the reference run 9 x 10   a -1200 b 6 -1400 4 E E   -1600 2 -1800 0   -6 -5 -6 -5 10 10 10 10 LF strain amplitude LF strain amplitude 0   0.2   d c ) -1 0.15 -1  (%) 0.1 E C -2 average change in - time-avera",Journal of Geophysical Research
213 renaud jgrb50822.pdf,comparison.with.lab.measurements,1283,"5.1. Comparison With Lab Measurements  The estimation of the nonlinear elastic parameter with the time domain and frequency domain E 3 approaches from DAET leads to values of order - 10 , the same order of magnitude as those measured at the laboratory scale applying DAET and other techniques in room-dry rocks [ Guyer and Johnson , 2009; Renaud et al. , 2011, 2013a; Winkler and McGowan , 2004] and in unconsolidated glass bead packs [ Brunet et al. , 2008]. As Journal of Geophysical Research: Soli",Journal of Geophysical Research
213 renaud jgrb50822.pdf,different.information.carried.by.the.pump.and.the.probe,1583,5.2. Different Information Carried by the Pump and the Probe The time-average change in elastic modulus measured with the pump is of order 10% (Figure 8) while the probe experiences an average change in elastic modulus of order 1% (Figure 10c). This difference comes from the fact that the probe carries local information on the effect of the pump on the material. On the contrary the pump signal measured at the two downhole detectors carries information on the interaction between the pump wave and,Journal of Geophysical Research
213 renaud jgrb50822.pdf,comparison.with.nonlinear.resonance.spectroscopy,1354,"5.3. Comparison With Nonlinear Resonance Spectroscopy Our in situ measurements in soil can be compared to observations made applying nonlinear resonance spectroscopy in situ to soil employing the same vibrator source [ Johnson et al. , 2009]. This method allows one to measure a time-average change in elasticity. The authors reported a reduction of the shear elastic  modulus to about 56% of its value at rest, for a pump frequency and strain amplitude similar to our study. The time-average reducti",Journal of Geophysical Research
213 renaud jgrb50822.pdf,current.limitations.and.future.improvements,1652,"5.4. Current Limitations and Future Improvements A limitation of the current setup is the fact that the soil must be removed to place the HF source and the two detectors in the borehole. Therefore, the compaction inside and outside the borehole may be different and alter the observations. An improvement of the method would be to use two (or more) boreholes, one con- taining the HF source and the other(s) containing one or more detectors. The LF source would be therefore placed in between the two",Journal of Geophysical Research
213 renaud jgrb50822.pdf,conclusions,2462,"6. Conclusions A methodology termed Dynamic Acoustoelastic Testing to infer nonlinear elastic properties of materials was tested in the field using a large shaker source known as T-Rex, which heretofore had only been attempted on laboratory rock specimens. Even in a relatively soft soil, clear identification of the HF probe and LF pump signals was made for a range of LF source amplitude corresponding to soil dynamic strain levels of - 7 - 5 9 Ã— 10 to 5 Ã— 10 at 4.5 m depth. Despite an experimen",Journal of Geophysical Research
213 renaud jgrb50822.pdf,x.other.,422,", the same order of magnitude measured at the laboratory scale Received 23 AUG 2013 in rocks and in packs of unconsolidated glass beads. Hysteresis is observed in the variation in soil elasticity Accepted 17 AUG 2014 as a function of the instantaneous dynamic strain that evolves as the dynamic strain amplitude is increased Accepted article online 22 AUG 2014 - 7 - 5 from 9 10 to 5 10 . Ã— Ã— Published online 9 SEP 2014",Journal of Geophysical Research
225 roberts jgre2971 (1).pdf,introduction,2454,"Introduction 3 the interior and exterior plains units, and point to variations [ ] The Caloris basin is the largest known impact basin on 2 in mineralogy between the plains [ Denevi et al. , 2009]. Mercury, with a diameter of 1550 km [ Murchie et al. , 2008]. These observations indicate that different magma composi- It is the youngest such basin, and its age suggests that it may tions were sampled at the time of plains formation, and be related to the Late Heavy Bombardment observed on the sugge",Journal of Geophysical Research
225 roberts jgre2971 (1).pdf,modeling,23145,"Modeling [ ] We perform two stages of modeling to explore the 5 1 consequences of the formation of Caloris on the interior of Johns Hopkins University Applied Physics Laboratory, Laurel, Maryland, USA. Mercury. First, we use standard methods of impact scalings [ Schmidt and Housen , 1987; Melosh , 1989; Holsapple , 1993; Copyright 2012 by the American Geophysical Union. Pierazzo et al. , 1997; Watters et al. , 2009] to determine the 0148-0227/12/2011JE003876 E02007 1of 15 c(""shock heating of man",Journal of Geophysical Research
225 roberts jgre2971 (1).pdf,results,13003,"Results composition, and instantaneous melt fraction in the mantle Ã‚ [ ] Here we present the results of the modeling efforts 27 immediately before and after the impact. Here, Ra = 8.4 described in section 2. We follow the following notation to 6 10 , B = 0.256. Composition is shown in percent and varies refer to our models. Each model is referred to by a letter, between 0 for pristine mantle and 100 for the last remaining ` ' denoting the composition and geometric parameters. I solid component ",Journal of Geophysical Research
225 roberts jgre2971 (1).pdf,discussion,9390,"Discussion impact is constrained by the ability of heat to escape through the stagnant lid. Figure 10 shows the evolution of the surface 4.1. Younger Volcanism heat flux over time. While the bulk of the heat flow anomaly [ ] A curious observation by MESSENGER is the evi- 42 decays relatively quickly, the heat flow remains slightly dence for volcanism within and surrounding the Caloris elevated for over 100 Myr. The characteristic timescale for basin that appear to be younger than the basin itsel",Journal of Geophysical Research
225 roberts jgre2971 (1).pdf,conclusions,4794,"Conclusions [ ] While the total impact melt production is largely a 52 function of impact energy, the velocity is an important control on the spatial distribution. A slower and larger pro- jectile distributes its heating over a wider volume, and thus Figure 12. (left) Temperature and (right) composition in more material is available to be potentially melted. The the Mercurian mantle immediately (a, b) before and (c, d) largest impactors can heat preexisting convective upwellings after impact for",Journal of Geophysical Research
225 roberts jgre2971 (1).pdf,references,7319,"References Nittler, L. R., et al. (2011), The major-element composition of ' Anderson, B. J., M. H. AcuÃ±a, H. Korth, M. E. Purucker, C. L. Johnson, Mercury s surface from MESSENGER X-ray spectrometry, Science , Â­ J. A. Slavin, S. C. Solomon, and R. L. McNutt (2008), The structure of 333 , 1847 1850, doi:10.1126/science.1211567. ' ' ' Mercury s magnetic field from MESSENGER s first flyby, Science , O Keefe, J. D., and T. J. Ahrens (1977), Impact-induced energy partitioning, Â­ 321 ,82 85. melti",Journal of Geophysical Research
225 roberts jgre2971 (1).pdf,x.other.,1852,"The effect of the Caloris impact on the mantle dynamics and volcanism of Mercury 1 1 James H. Roberts and Olivier S. Barnouin Received 31 May 2011; revised 13 December 2011; accepted 14 December 2011; published 16 February 2012. The MESSENGER spacecraft has imaged more than 95% of the surface of Mercury. [ ] 1 Images of the Caloris impact basins, along with several smaller impact structures, reveal evidence for volcanic plains within and exterior to the basin that are younger ' than the basin ri",Journal of Geophysical Research
227 rousset jgrb17375.pdf,introduction,1089,"Introduction [ ] It has long been recognized that large earthquakes are 2 "" "" commonly followed by transient postseismic deformation and various mechanisms have been proposed involving either fault zone deformation or distributed viscoelastic relaxation of the medium affected by co-seismic stress change, with eventual coupling between fluid flow and deformation [e.g., Benioff , 1951; Brown et al. , 1977; Nur and Mavko , 1974; Tse and Rice , 1986; Wang , 2007; BÃ¼rgmann and Dresen , 2008; 1 Divis",Journal of Geophysical Research
227 rousset jgrb17375.pdf,b12405,6017,"B12405 1 4 and Ya-Ju Hsu 19 10 Pa s at lower-crustal depths   C and 600 C from , 117 , B12405, doi:10.1029/2012JB009571. Segall , 2010]. The relative importance of these mechanisms is not well constrained because they can give rise to similar surface displacements [ Savage , 1990; Thatcher and England , 1998; Hearn , 2003; Bruhat et al. , 2011; Ryder et al. , 2011] and is likely to vary from place to place. Constraints on crustal and mantle rocks rheology from laboratory experi- ments [ Brace an",Journal of Geophysical Research
227 rousset jgrb17375.pdf,earthquake.characteristics,4286,"Earthquake Characteristics [ ] The Taiwan orogen has resulted from the collision 7 between the continental margin of the South China and the Luzon Arc on the Philippines Sea Plate [ Suppe , 1981; Angelier , 1986; Angelier et al. , 2001; Malavieille et al. , 2002]. The convergence between the South China and the Philippine Sea Plate occurs at a rate of about 90 mm/y [ Sella $ et al. , 2002] and the collision initiated 6.5 Ma ago. Taiwan is composed from west to east of the Coastal Plain, the West",Journal of Geophysical Research
227 rousset jgrb17375.pdf,geodetic.postseismic.transient.deformation,6364,"Geodetic Postseismic Transient Deformation [ ] Taiwan is covered by a dense network of continuously 9 recording GPS stations and a wealth of campaign mode data are also available [ Chang et al. , 2003; Yu et al. , 2001; Hsu et al. , 2009c]. In this study we use the time series provided by the Academia Sinica, Taipei, available online at http:// 4of 16 B12405  profile. The  profile, inferred Simoes et al. , 2007]. The background Wu et al. , 1997], from a volume 50 km gps.earth.sinica.edu.tw. We a",Journal of Geophysical Research
227 rousset jgrb17375.pdf,mechanisms.of.deformation,18008,"Mechanisms of Deformation [ ] In this section we discuss the potential respective contri- 12 bution of poroelastic rebound, afterslip and viscoelastic relaxation to the observed postseismic deformation. We discuss qualita- tively the merits and shortcoming of these various mechanisms and compare quantitatively the models predictions with the observed transient displacements. The root mean squares of the misfits obtained for the best models are listed in Table 1. 4.1. Poroelastic Rebound [ ] The ",Journal of Geophysical Research
227 rousset jgrb17375.pdf,relaxation,5220,Relaxation [ ] The analysis of the scenarios involving only a single 25 mechanism reveals that a combination of afterslip and vis- coelastic flow is needed to explain the complex pattern and temporal evolution of surface displacements that occur in the decade following the Chi-Chi earthquake. We consider model D in Figure 5 where afterslip occurs on the down-dip continuation of the Chelungpu Fault and viscous strain occurs in the lower crust and mid crust below the CR. The synchronous evolution ,Journal of Geophysical Research
227 rousset jgrb17375.pdf,discussion,5393,"Discussion [ ] Inference of subterranean structure from geodesy 27 alone is often non unique. However, incorporation of other 11 of 16 B12405 constraints from thermo-kinematic models, seismicity, stratigraphic topography or tomography can help us identi- ' fying models of the Earth s lithosphere that are more real- istic. The formulation of self-consistent mechanical models of deformation tuned to observations, such as presented here, can lead to a better representation and understanding of the ",Journal of Geophysical Research
227 rousset jgrb17375.pdf,conclusions,2512,"Conclusions [ ] The postseismic deformation following the 1999 Chi- 30 Chi earthquake exhibits a complex behavior in time and space. The transient can be explained by rapid and localized deformation driven by afterslip on the Chelungpu Fault and the abutting dÃ©collement, accompanied and followed by a slower, distributed, deformation in the lower crust. Visco- elastic flow starts at an average depth of 30 km west of the h Â­ Central Range, with a deep lower-crust viscosity of = 0.5 lc Ã‚ 19 1 10",Journal of Geophysical Research
227 rousset jgrb17375.pdf,references,3489,"References Â­ Angelier, J. (1986), Geodynamics of the Eurasia Philippine Sea Plate Â­ boundary: Preface, Tectonophysics , 125 (13), 9 10. ' Angelier, J., et al. (2001), Le sÃ©isme de Chichi (1999) et sa place dans l orogÃ©ne Â­ de Taiwan, C. R. Acad. Sci. , 333 (1), 5 21. Barbot, S., and Y. Fialko (2010a), Fourier-domain Green function for an elastic semi-infinite solid under gravity, with applications to earthquake Â­ and volcano deformation, Geophys. J. Int. , 182 (2), 568 582, doi:10.1111/ j.",Journal of Geophysical Research
227 rousset jgrb17375.pdf,x.other.,2426,"Postseismic deformation following the 1999 Chi-Chi earthquake, Taiwan: Implication for lower-crust rheology 1,2 1,3 Baptiste Rousset, Sylvain Barbot, Jean-Philippe Avouac, Received 26 June 2012; revised 18 October 2012; accepted 24 October 2012; published 15 December 2012. On 1999 September 21, the Mw 7.6 Chi-Chi earthquake ruptured a segment of the [ ] 1 Chelungpu Fault, a frontal thrust fault of the Western Foothills of Taiwan. The stress perturbation induced by the rupture triggered a transie",Journal of Geophysical Research
236 serpelloni jgrb50405.pdf,introduction,8734,"Introduction ' [ ] The vertical component of the Earth s surface velocity 2 fi eld is important to constrain dynamic models of lithospheric loading, deep-seated geodynamics, active tectonics, and magmatic and hydrologic processes. In addition, assessing vertical ground displacement rates is crucial to determine relative sea level variations, which are paramount for coastal hazard assessment. However, while for more than a decade, GPS has been widely used for measuring horizontal Additional suppo",Journal of Geophysical Research
236 serpelloni jgrb50405.pdf,continuous.gps.networks,1420,"Continuous GPS Networks [ ] We use raw GPS data, obtained from several continu- 10 ously operating networks in the Euro-Mediterranean and African regions. Table S1 in the supporting information lists the networks used in this work and Figure 1 shows the distri- bution of stations, with symbols colored according to the length of the time series. In Figure 1 we classify the cGPS networks into three main categories: geophysical, geodetic, and topographic. This is just a formal categorization, based",Journal of Geophysical Research
236 serpelloni jgrb50405.pdf,gps.data.analysis,26445,"GPS Data Analysis [ ] Vertical velocities are obtained adopting a three-step 12 approach, including (1) raw phase data reduction, (2) c(""combination of loosely constrained solutions and reference"", ""frame de"", ""fi"", ""nition, and (3) time series analysis ["", ""Serpelloni"", ""et al"", ""., 2006, 2010]."", ""["", ""13"", ""] In the"", ""fi"", ""rst step, we use daily GPS phase observations"", ""to estimate site position, adjustments to satellite orbital pa-"", ""rameters and time-variable piecewise linear zenith and",Journal of Geophysical Research
236 serpelloni jgrb50405.pdf,description.of.the.vertical.velocity.field,6603,"Description of the Vertical Velocity Field [ ] As anticipated in section 1, the absolute (i.e., IGS08) 30 vertical rates might be slightly biased, with the bias evolving "" with latitude, and thus uplift and subsidence are not abso- "" fi lute and might be shifted in location, making dif cult the in- terpretation of vertical rates, particularly when rates are small. Moreover, since GPS motions are tied in the global fi ITRF/IGS reference frame, and this frame is not xed to the solid earth (i.e., t",Journal of Geophysical Research
236 serpelloni jgrb50405.pdf,of.vertical.velocities,8306,"of Vertical Velocities [ ] The measured velocities result from the combination 38 of geodynamics, tectonics, GIA, and other unknown pro- cesses. Accounting for GIA is fundamental for the interpreta- tion of sea level and modeling of geodynamic processes [e.g., Lambeck and Purcell , 2005; Stocchi et al ., 2005]. Here the effect of GIA at GPS sites is modeled by an improved version of the open-source code SELEN [ Spada and Stocchi , 2007]. SELEN numerically solves the sea level equation [ Farrell ",Journal of Geophysical Research
236 serpelloni jgrb50405.pdf,and.geodynamic.implications,32728,"and Geodynamic Implications [ ] We plot vertical velocities along cross sections sam- 42 pling different sectors of the Euro-Mediterranean region, par- ticularly those where a denser distribution of GPS stations is available in our geodetic solution. We interpolate the ob- served discrete vertical velocities using an adjustable tension continuous curvature surface gridding algorithm [ Smith and fi Wessel , 1990]. The interpolated vertical velocity elds for the western, central, and eastern Medit",Journal of Geophysical Research
236 serpelloni jgrb50405.pdf,conclusions,6192,"Conclusions fi [ ] We have presented the rst synoptic view of contem- 74 porary vertical ground velocities in the Euro-Mediterranean &gt; region from the analysis of position times series of 800 cGPS stations. Although inherently spatially heterogeneous, due to the distribution of the available networks, the large number of stations in our geodetic solution allows us to high- light coherent patterns of vertical ground motion trends, showing velocity gradients at different spatial scales along th",Journal of Geophysical Research
