paper,section_name,nchar,text,journal
169 Geophys. J. Int.-2013-Martens-1738-54.pdf,modelling.of.stress,88,"MODELLING OF STRESS regional fault trends: as we show below, the cluster C events are in",Geophysical Journal International
169 Geophys. J. Int.-2013-Martens-1738-54.pdf,perturb.ations,17384,"PERTURB ATIONS a region that feels very little stress change from the dyke intrusion and so continues to respond to the background regional extension To investigate the stress changes imposed by the intrusion, we model caused by plate spreading and the transfer of spreading between the the influence of an inflating dyke on a surrounding half-space us- KverkfjÂ¨oll and Askja segments. ing Pylith , a finite element code developed and maintained by the c(""Dyke-induced triggering of microearthquakes",Geophysical Journal International
169 Geophys. J. Int.-2013-Martens-1738-54.pdf,discussion,462,"DISCUSSION tial intrusion begin to lock over time. The magnitude of Coulomb stress change due to the viscous response, however, is extremely The intrusion of magma into the Upptyppingar dyke was both - - small: 50 to 30 Pa ( 0.0005 to 0.0003 bar) at the brittleÂ­ductile accompanied by and followed by microseismic swarms at shal- transition after 200 d. Hence, we conclude that the dominant fac- low depths. Shallow events coincident with the intrusion occurred",Geophysical Journal International
169 Geophys. J. Int.-2013-Martens-1738-54.pdf,x.other.,273,"stress field rather than the local stress field generated by the dyke intrusion. Key words: Fracture and flow; Earthquake interaction, forecasting, and prediction; Volcano seismology; Rheology and friction of fault zones; Dynamics and mechanics of faulting; Volcanic gases.",Geophysical Journal International
17 Barbot_et_al-2010-Geophysical_Journal_International (1).pdf,i.ntr.o.duction,5532,"1 I NTR O DUCTION deformation (Rundle 1982; Pollitz 1997; Smith &amp; Sandwell 2004; Interpretations of the geodetic, seismologic and geologic ob- Johnson et al. 2009) are limited to linear constitutive laws. Fully servations of deformation due to active faults require models numerical methods (e.g. finite element) may be sufficiently versa- that take into account complex fault geometries, spatially vari- tile to incorporate laboratory-derived constitutive laws for ductile able mechanical proper",Geophysical Journal International
17 Barbot_et_al-2010-Geophysical_Journal_International (1).pdf,a.unified.represent.ation.of,101,2 A UNIFIED REPRESENT ATION OF ij equation. If the instantaneous inelastic strain rate depends on the,Geophysical Journal International
17 Barbot_et_al-2010-Geophysical_Journal_International (1).pdf,post..seismic.mechanisms..t.heory,5022,"POST -SEISMIC MECHANISMS: T HEORY  =  , history of deformation, then the rheology  f ( )isde- ij Our method for evaluating 3-D time-dependent deformation due to scribed by a differential equation coupled to the equation for stress earthquakes or magmatic unrest is based on a continuum represen- evolution. Poroelasticity, viscoelastic relaxation and fault creep can tation of fault slip, viscous flow and change in pore fluid content. all be written in this general form. In this section, we describ",Geophysical Journal International
17 Barbot_et_al-2010-Geophysical_Journal_International (1).pdf,p.or.oelastic.rebound,17156,"3 P OR OELASTIC REBOUND ij equilibrium equation can be written The Earth's crust is a heterogeneous material composed of solid and + = .  ( C  ) f 0 (12) , fluid phases (e.g. porous rocks and pore fluids). The occurrence of ij kl kl j i a large earthquake alters the pore pressure in the crust. The induced Expression (12) reduces to the inhomogeneous Navier's equation in stress change can create significant pore pressure gradients that may the case of a homogeneous isotropic elastic solid and we ",Geophysical Journal International
17 Barbot_et_al-2010-Geophysical_Journal_International (1).pdf,fau.l.t.creep,5632,"4 FAU L T CREEP associated with the inelastic strain rate Fault creep, or aseismic sliding on a fault plane, is thought to be  = ,   sH ( x ) (29) s i an important component of the earthquake cycle (e.g. Tse &amp; Rice - 1 1986). Afterslip has been widely documented following large earth- where H , in dimensions of length , is unity or zero according s quakes in various tectonic environments including subduction zones to whether its argument is or is not a point of the fault surface (Hsu et al. ",Geophysical Journal International
17 Barbot_et_al-2010-Geophysical_Journal_International (1).pdf,b.ulk.ductile.fl.o.w,24609,"5 B ULK DUCTILE FL O W with those computed using a finite-element approach. We use the The lower-crust and upper-mantle rocks exhibit a ductile behaviour commercial finite element software Simulia (formerly Abaqus, (Nur &amp; Mavko 1974; Weertman &amp; Weertman 1975; Brace &amp; www.simulia.com ) to perform the finite-element calculations. 2010 The Authors, GJI , 182, 1124Â­1140 C Journal compilation 2010 RAS C c(""Semi-analytic models of postseismic transient"", ""1131"", ""Figure 5."", ""Calculated t",Geophysical Journal International
17 Barbot_et_al-2010-Geophysical_Journal_International (1).pdf,references,514,"REFERENCES Biggs, J., Burgmann, R., Freymueller, J.T., Lu, Z., Parsons, I.R.B., Schmal- zle, G. &amp; Wright, T., 2009. The postseismic response to the 2002 M 7.9 Abramowitz, M. &amp; Stegun, I., 1972. Handbook of Mathematical Functions Denali fault earthquake: constraints from InSAR 20032005, Geophys. J. with Formulas, Graphs and Mathematical Tables, 1046 pp., U.S. Govern- Int., 176, 353Â­367, 2009. ment Printing Office, Washington, DC. 2010 The Authors, GJI , 182, 1124Â­1140 C Journal compilat",Geophysical Journal International
17 Barbot_et_al-2010-Geophysical_Journal_International (1).pdf,x.other.,168,Numerical solutions; Dynamics and mechanics of faulting; Dynamics of Key words: lithosphere and mantle. Existing semi-analytic models of time-dependent 3-D viscoelastic,Geophysical Journal International
177 Melini_et_al-2010-Geophysical_Journal_International.pdf,i.ntr.o.duction,10978,"1 I NTR O DUCTION deformation and gravity potential variation are first obtained by a The problem of future climate changes and their impact on hu- semi-analytical, self-gravitating viscoelastic model (Piersanti et al. man activities is still far from a complete solution (IPCC 2007). 1995), and are then used as initial conditions for an iterative solution Nevertheless, the computational efforts devoted to this problem scheme for the SLE, in which the loading problem associated with have reached ",Geophysical Journal International
177 Melini_et_al-2010-Geophysical_Journal_International.pdf,numerical.implement.ation,10317,"3 NUMERICAL IMPLEMENT ATION set of Gauss points on the surface of the sphere and allows for a straightforward computation of surface integrals involving spherical In our implementation, the response functions U and in eqs (5) eq eq harmonic (SH) functions as equal-weight finite sums. This property and (6) are computed by the viscoelastic normal-mode approach can be employed to compute ocean-averages as originally proposed by Piersanti et al. (1995), for an incompress- N ible, spherical self-grav",Geophysical Journal International
177 Melini_et_al-2010-Geophysical_Journal_International.pdf,s.ea.level.variat.ions,93,4 S EA LEVEL VARIAT IONS of the relevant scalar fields ( U and ) has to be truncated to eq eq,Geophysical Journal International
177 Melini_et_al-2010-Geophysical_Journal_International.pdf,foll.o.w.ing.t.he.2004,91,"FOLL O W ING T HE 2004  3 4 l 10 Â­10 , depending on the sourceÂ­observer distance (Sun max",Geophysical Journal International
177 Melini_et_al-2010-Geophysical_Journal_International.pdf,sumat.raâ.and.a.man.e.arthq.uake,16820,"SUMAT RAÂ­AND A MAN E ARTHQ UAKE &amp; Okubo 1993; Riva &amp; Vermeersen 2002; Casarotti 2003). In the present application, the post-seismic solutions reach a stable con- In this section, we present an application of the proposed method = vergence for l 4000. Since for numerical stability of eq. (3)  to the sea level variations following the 2004 SumatraÂ­Andaman max  the relation l 3 N must be satisfied, the computation of U earthquake. The seismic source has been modelled with five point max e",Geophysical Journal International
177 Melini_et_al-2010-Geophysical_Journal_International.pdf,c.oncl.usions,1402,"5 C ONCL USIONS (http://samizdat.mines.edu/taboo/). glacial rebound solver TABOO is available from the Samizdat Press pared with the GMT software by Wessel &amp; Smith (1991). The post 2007). et al. location (Rundle 1982; Volpe difesa del territorio dai rischi naturali'. The figures have been pre- scale regions of opposite vertical deformation around the source FIRB grant `Sviluppo di nuove tecnologie per la protezione e la ductile layer, which for low-angle thrust faults may result in small- ra",Geophysical Journal International
177 Melini_et_al-2010-Geophysical_Journal_International.pdf,a.c.kno.wledgments,1399,"A C KNO WLEDGMENTS | | / | | 2 2 SH. The normalized squared coefficients c max ( c ), dis- , lm l m lm played in the diagrams of Fig. 11, show that on timescales of a few We thank John Beavan, Wenke Sun and Riccardo Riva for their years most of the signal is confined to low harmonic degrees, while careful and incisive reviews. This work is partly supported by for longer times the relative weight of higher harmonics increases. MIUR (Ministero dell'Istruzione, dell'Universit`a e della Ricerca) Thi",Geophysical Journal International
177 Melini_et_al-2010-Geophysical_Journal_International.pdf,references,6201,"REFERENCES For the first time we have obtained a solution for the gravitationally Bamber, J., Riva, R., Vermeersen, L.L.A. &amp; Lebrocq, A., 2009. Reassess- self-consistent SLE describing sea level perturbations occurring af- ment of the potential sea-level rise from a collapse of the West Antarctic ter a large earthquake. The SLE has been solved numerically by im- ice sheet, Science, 324, 901Â­903. plementing an iterative scheme directly derived from those adopted Boschi, L., Piersanti, A. &am",Geophysical Journal International
177 Melini_et_al-2010-Geophysical_Journal_International.pdf,x.other.,267,"for a significant fraction of the total computed post-seismic sea level variation. Key words: Numerical approximations and analysis; Sea level change; Time variable gravity; Theoretical seismology. results of Farrell &amp; Clark (1976). In our study, the post-seismic",Geophysical Journal International
178 memin 671c25147aaf4aab8676c65820732da3e2aefd72c965a3e37a5090803dc8123b.pdf,i.ntr.o.duction,2837,"1 I NTR O DUCTION et al. 2006; Kierulf et al. 2009a). Kierulf et al. (2009b) study the The Svalbard archipelago, Norway, is affected by the post-glacial ground velocity and find that a predicted melting rate of 37 cm - - rebound, or Glacial Isostatic Adjustment (GIA), subsequent to the 1 1 water equivalent yr (we yr ) explains up to 60 per cent of their Â± - last Pleistocene deglaciation that started 21 000 years ago and ended 1 observed uplift, which is 8.2 0.9 mm yr in ITRF2005. They 10 000 ye",Geophysical Journal International
178 memin 671c25147aaf4aab8676c65820732da3e2aefd72c965a3e37a5090803dc8123b.pdf,o.bservations.o.f.g.ravity,164,"2 O BSERVATIONS O F G RAVITY Luthcke et al. 2008). Their areas are respectively 12 10 km , Ã— 6 2 2 2 1.7 10 km , 90 000 km and 17 000 km . Rodell &amp; Famiglietti",Geophysical Journal International
178 memin 671c25147aaf4aab8676c65820732da3e2aefd72c965a3e37a5090803dc8123b.pdf,variat.ion.a.nd.vert.ical.mo.tion,16799,VARIAT ION A ND VERT ICAL MO TION (1999) compared the modelled variation of water storage to the ex- pected uncertainty associated to the estimate of that variation from 2.1 Ground gravity measurements 2 future GRACE observations. They concluded that 200 000 km is A total of six observations with FG5 absolute gravimeters have the smallest area for which it will be possible to detect seasonal and been made between 1998 and 2007 at the Ny- Â° Alesund SG station. annual changes. Rodell &amp; Famigl,Geophysical Journal International
178 memin 671c25147aaf4aab8676c65820732da3e2aefd72c965a3e37a5090803dc8123b.pdf,deformat.ion.due.t.o.pdim,11098,"DEFORMAT ION DUE T O PDIM 3.1 Modelling of ground gravity variation Sato et al. (2006) computed the vertical displacement and gravity variation associated to the GIA at Ny- Â° Alesund up to the harmonic degree 180. They considered a Maxwell Earth with the viscosity profile VP listed in Table 2 and the deglaciation history contained in the model ICE-3G. The computation by Sato et al. (2006) is more accurate than the one based on the publicly available SELEN software (Spada &amp; Stocchi 2007), wh",Geophysical Journal International
178 memin 671c25147aaf4aab8676c65820732da3e2aefd72c965a3e37a5090803dc8123b.pdf,and.o.bservation,8310,"AND O BSERVATION The gravity variation due to the PDIM is modelled with   Ã— 0.25 0.25 grids of ice-thickness variations such that the in- 4.1 Ground measurements tegrated volumes of ice loss are approximately the same as the - - - 3 1 3 1 3 1 models 4 (13 km yr ), 5 (15 km yr ) and 6 (25 km yr ) listed Fig. 8 is a synthesis of all the computations made earlier. It shows in Table 4. An example of a grid is given on the left panel of Fig. 7. the gravity variation as a function of the secular vert",Geophysical Journal International
178 memin 671c25147aaf4aab8676c65820732da3e2aefd72c965a3e37a5090803dc8123b.pdf,d.iscussion,6231,"5 D ISCUSSION observations made at Ny- Â° Alesund and obtained a new ground- - - Â±  1 As shown in Section 4, the ground observations of gravity variation observed gravity rate of 1.02 0.48 Gal yr , in agreement 3 and vertical displacement are explained by a PDIM of 25 km with the continuous SG series. Using the GRACE solutions pro- - 1 we yr , whereas the GRACE-derived gravity variations provide vided by the CSR, GFZ and GRGS groups for the period 2003 Jan- - 3 1 a PDIM comprised between, rough",Geophysical Journal International
178 memin 671c25147aaf4aab8676c65820732da3e2aefd72c965a3e37a5090803dc8123b.pdf,a.c.kno.wledgments,1464,"A C KNO WLEDGMENTS Vol. 129, Symposia, Gravity, Geoid, and Space Missions, pp. 272Â­275, Springer, Berlin. We thank T. Sato for providing the SVAL model, E. Berthier for Hagedoorn, J.M. &amp; Wolf, D., 2003, Pleistocene and recent deglaciation in providing the DCW ice coverage and useful suggestions and J. Trav- Svalbard: implications for tide-gauche, GPS and VLBI measurements, elletti for creating an ice coverage mask of the Ny- Â° Alesund area. 35, J. Geodyn., 415Â­423, doi: 10.1016/S0264-3707",Geophysical Journal International
178 memin 671c25147aaf4aab8676c65820732da3e2aefd72c965a3e37a5090803dc8123b.pdf,references,4593,"REFERENCES 48, kinematics of Ny- Â° Alesund from space geodetic data, J. Geodyn., 37Â­46, doi: 10.1016/j.jog.2009.05.002. Argus, D.F., 2007. Defining the translational velocity of the reference frame 169, Kierulf, H.P., Plag, H.-P. &amp; Kohler, J., 2009b. Surface deformation induced of Earth, Geophys. J. Int., 830Â­838. 179, by present-day ice melting in Svalbard, Geophys. J. Int., 1Â­13. Barletta, V.R., Sabadini, R. &amp; Bordoni, A., 2008. Isolating the PGR signal Kohler, J., James, T.D., Mur",Geophysical Journal International
178 memin 671c25147aaf4aab8676c65820732da3e2aefd72c965a3e37a5090803dc8123b.pdf,x.other.,177,"two estimates. Key words: Satellite geodesy; Time variable gravity; Global change from geodesy; Arctic region. at the Geodetic Observatory in Ny- Â° Alesund, Svalbard (e.g. Sato",Geophysical Journal International
18 Barriere dbfe70dce0b8f0586cd083fe58cad33b5887f39483ffaa7c18a655e0f8b250f3.pdf,i.ntr.o.duction,32907,"1 I NTR O DUCTION gation in porous media was originally described by Biot (1956a,b, From oilfield to near surface applications, seismic prospecting is a ,1962). Biot's poro-elastic theory, which describes energy dissipa- popular method in geophysical surveys. Nowadays, seismic imag- tion due to the relative fluid/solid motion, predicts the existence ing, besides giving structural characterizations of reservoirs, can of three kinds of body waves: two longitudinal ( P ) and one trans- provide info",Geophysical Journal International
18 Barriere dbfe70dce0b8f0586cd083fe58cad33b5887f39483ffaa7c18a655e0f8b250f3.pdf,e.xperiment.a.l.a.pparatus,16866,"3 E XPERIMENT A L A PPARATUS cm height above the tank. Imbibition is performed by injecting water Taking into account all the theoretical considerations seen in part 2, through the wells W2, W3 and W5 whereas drainage is performed we have designed an experiment to study the monitoring of direct P by extracting water through the wells W1, W3 and W4. waves propagating in a highly permeable and non-compacted sand. An initial complete cycle is performed to homogenize pore fluid The main objective wa",Geophysical Journal International
18 Barriere dbfe70dce0b8f0586cd083fe58cad33b5887f39483ffaa7c18a655e0f8b250f3.pdf,experiment.a.l.r.esul.ts,100,"4 EXPERIMENT A L R ESUL TS  [0.3Â­0.4] range, that could mean that the K in eq. (19) are different D",Geophysical Journal International
18 Barriere dbfe70dce0b8f0586cd083fe58cad33b5887f39483ffaa7c18a655e0f8b250f3.pdf,and.d.iscussion,25537,"AND D ISCUSSION between sequences, leading to different values of Q . Various K D - Q are then understood as an indicator of varying intergranular 1 The measured phase velocities V and inverse quality factors Q K D P P contacts between sequences in the context of the viscoelastic model retrieved using the data processing described in Section 3.4 are discussed in Section 2.5. summarized in Fig. 6. Those measurements performed sequentially during the second imbibition and drainage (I2 and D2, resp",Geophysical Journal International
18 Barriere dbfe70dce0b8f0586cd083fe58cad33b5887f39483ffaa7c18a655e0f8b250f3.pdf,c.oncl.usions,9761,"5 C ONCL USIONS in Figs 10(b) and (d). However, for S above 0.4, although Biot's w frequency shifts towards higher values compared to the measure- The study of the effect of partial saturation on direct P -waves ve- ment frequency (see Fig. 9h), the attenuation slightly continues to locity and attenuation was conducted experimentally by monitor- = increase in Fig. 10(b) until S 0.7, around . As mentioned ing a sand-filled tank during two imbibition/drainage cycles. The w sand was highly permeabl",Geophysical Journal International
18 Barriere dbfe70dce0b8f0586cd083fe58cad33b5887f39483ffaa7c18a655e0f8b250f3.pdf,a.c.kno.wledgments,866,"A C KNO WLEDGMENTS Cadoret, T., Marion, D. &amp; Zinszner, B., 1995. Influence of frequency and fluid distribution on elastic wave velocities in partially saturated lime- This study has benefited to the ANR program of the French gov- stones, J. geophys. Res., 100 (B6), 9789Â­9803. ernment, especially via the TRANSEK project. The authors thanks Cadoret, T., Mavko, G. &amp; Zinszner, B., 1998. Fluid distribution effect S. Garambois (ISTerre, France), Y. Gueguen (ENS Paris, France), on sonic attenu",Geophysical Journal International
18 Barriere dbfe70dce0b8f0586cd083fe58cad33b5887f39483ffaa7c18a655e0f8b250f3.pdf,references,2883,"REFERENCES sediments: Biot-stoll with contact squirt flow and shear drag, Acoust. Soc. Am. J., 116, 2011Â­2022. Aki, K. &amp; Richards, P.G., 2002. Quantitative Seismology, 2nd edn, Univer- Daley, T.M., Myer, L.R., Peterson, J.E., Majer, E.L. &amp; Hoversten, G.M., sity Science Books, Sausalito, CA. 2008. Time-lapse crosswell seismic and VSP monitoring of injected CO Ayres, A. &amp; Theilen, F., 2001. Preliminary laboratory investigations into 2 in a brine aquifer, Environ. Geol., 54, 1657Â­1665",Geophysical Journal International
18 Barriere dbfe70dce0b8f0586cd083fe58cad33b5887f39483ffaa7c18a655e0f8b250f3.pdf,x.other.,168,transport phenomena in porous media. Key words: Hydrogeophysics; Seismic attenuation; Wave propagation. Interaction between fluid and solid phases during seismic propa-,Geophysical Journal International
182 Meschede_et_al-2011-Geophysical_Journal_International.pdf,i.ntr.o.duction,4088,"1 I NTR O DUCTION scale impacts may even produce antipodal crustal removal and melt- Ground motion induced by a major meteorite impact on Earth can ing (Marinova et al. 2008, 2011; Nimmo et al. 2008). lead to peak displacements exceeding those produced by even the So far, studies have employed spherically symmetric planetary largest earthquakes (Toon et al. 1997; Collins et al. 2005). An initial models, neglecting influences of ellipticity, lateral heterogeneity or supersonic shock wave generate",Geophysical Journal International
182 Meschede_et_al-2011-Geophysical_Journal_International.pdf,i.m.pa.c.t.m.o.d.e.l,6065,"2I M PA C T M O D E L the spectral-element solver SPECFEM3D_GLOBE. Our spectral- Just as earthquakes may be represented by an equivalent centroid- element mesh accurately resolves waves with periods of 17 s and moment tensor (effectively a double-couple point source), thereby greater. The grid is designed to maintain at least five gridpoints per capturing global long-period ground motions, an impact may be minimum wavelength and satisfies the Courant stability condition, represented by an equiva",Geophysical Journal International
182 Meschede_et_al-2011-Geophysical_Journal_International.pdf,r.esul.ts,10405,"3 R ESUL TS finds a decreasing dependency of seismic efficiency on impactor - - 4 5 size as well as velocity, and suggests values between 10 and 10 3.1 Influence of the source spectrum for our scenario. In comparison, Shishkin (2007) proposes up to - -  2 1 k 10 for slower, smaller impactors (100 m diameter, 12 km s In our model, the impact spectrum is determined by the Gaussian  - 1 velocity), and k 10 for buried explosions. sourceÂ­time function (2), which limits high frequencies. Unfortu- The",Geophysical Journal International
182 Meschede_et_al-2011-Geophysical_Journal_International.pdf,d.iscussion,7032,"4 D ISCUSSION Our simulations demonstrate that several far-field geological con- sequences are to be expected after a Chicxulub-scale impact, as Figure 7. Norm of peak inner core displacement vector. Focusing of com- follows. pressional body waves induces displacements in excess of 10 cm in the inner core. The impact direction is shown by the red arrow. The two focusing spots (i) Triggering of seismicity. Peak stresses are comparable to ob- reflect the predominantly ellipsoidal shape of the Eart",Geophysical Journal International
182 Meschede_et_al-2011-Geophysical_Journal_International.pdf,c.oncl.usions,957,"5 C ONCL USIONS the Princeton Institute for Computational Science &amp; Engineering. study were performed on a Dell cluster built and maintained by providing financial support. The numerical simulations used in this back and advice. We also thank Heiner Igel and Stuart Gilder for record. Nathan Myhrvold, Lowell Wood and Daniel Peter for useful feed- generated deposits, which may be identifiable in the geological his excellent and comprehensive review, and Shravan Hanasoge, of at least a metre is",Geophysical Journal International
182 Meschede_et_al-2011-Geophysical_Journal_International.pdf,a.c.kno.wledgments,1607,"A C KNO WLEDGMENTS  Ã— over a large surface area ( 500 km 500 km), potentially excit- ing tsunami waves with similar periods of 100 s and greater (Ward Princeton undergraduate Evan Welch helped with the point-force 2002). Dawson &amp; Stewart (2007) claim an initial water displacement normal-mode simulations. We sincerely thank Garreth Collins for of at least a metre is required to produce recognizable tsunami- his excellent and comprehensive review, and Shravan Hanasoge, generated deposits, whi",Geophysical Journal International
182 Meschede_et_al-2011-Geophysical_Journal_International.pdf,references,1672,"REFERENCES En route to the antipode, the highest wave amplitudes occur along `channels', where stresses are five times greater than in the Ahrens, T.J. &amp; O'Keefe, J., 1977. Equations of state and impact-induced immediate surrounding areas and displacements are approximately shock-wave attenuation on the moon, in Impact and Explosion Cratering, doubled in magnitude. These channels reflect focusing and defo- pp. 639Â­656, Pergamon Press, New York, NY. Allmann, B.P. &amp; Shearer, P.M., 2009. G",Geophysical Journal International
182 Meschede_et_al-2011-Geophysical_Journal_International.pdf,x.other.,282,"and seismicity, as well as mantle plume and hotspot formation. Key words: Guided waves; Computational seismology; Wave propagation; Impact phenom- ena; Large igneous provinces; Planetary volcanism. Seismology interiors (Watts et al. 1991; Bruesch &amp; Asphaug 2004). Planetary- GJI",Geophysical Journal International
183 michea 2c274b5da1f640f282336a91b4d159a812d792d17d8ffb62b1ebb9fc2bc78526.pdf,i.ntr.o.duction,5541,"1 I NTR O DUCTION mic waves and Martin et al. (2005), Martin &amp; Komatitsch (2006), Finite-difference (FD) techniques in the time domain (FDTD) are Komatitsch &amp; Martin (2007), Drossaert &amp; Giannopoulos (2007), widely used to solve wave equations such as Maxwell's equa- Martin et al. (2008a,b), Martin &amp; Komatitsch (2009) and Kristek tions (Yee 1966) or the seismic wave equation (Alterman &amp; Karal et al. (2009) for unsplit CPMLs for seismic waves. More recently eismology S 1968; Ma",Geophysical Journal International
183 michea 2c274b5da1f640f282336a91b4d159a812d792d17d8ffb62b1ebb9fc2bc78526.pdf,t.he.seismic.wav.e.e.q.uat.ion.a.nd,114,2 T HE SEISMIC WAV E E Q UAT ION A ND and of the grid axis considered. For Maxwell's equations a similar staggered,Geophysical Journal International
183 michea 2c274b5da1f640f282336a91b4d159a812d792d17d8ffb62b1ebb9fc2bc78526.pdf,a.c.lassical.f.inite.difference,66,A C LASSICAL F INITE-DIFFERENCE grid was introduced by Yee (1966).,Geophysical Journal International
183 michea 2c274b5da1f640f282336a91b4d159a812d792d17d8ffb62b1ebb9fc2bc78526.pdf,discretization,3329,"DISCRETIZATION We consider a linear isotropic elastic rheology for the solid medium, and therefore the seismic wave equation can be written in the strong, that is, differential, form Discretization of the first-order system (2) together with the free surface boundary condition (3) is then classically performed based  =  Â·  + , Â¨ u f on the staggered grid of Fig. 1, which was introduced for Maxwell's  =  , : c equations by Yee (1966) and for the seismic wave equation by 1 Madariaga (1976). Our ",Geophysical Journal International
183 michea 2c274b5da1f640f282336a91b4d159a812d792d17d8ffb62b1ebb9fc2bc78526.pdf,cards.using.cud.a,28102,"CARDS USING CUD A Let us first summarize a few key concepts regarding programming GPU graphics cards with CUDA, and then see how to port our elastic wave propagation code to it. Figure 2. Illustration of the spatial stencil of the 3-D fourth-order finite- 3.1 A brief summary of GPU programming concepts difference operator used to approximate spatial derivatives by a discrete difference between adjacent gridpoints, after discretization of the model in For readers not familiar with details of CUDA",Geophysical Journal International
183 michea 2c274b5da1f640f282336a91b4d159a812d792d17d8ffb62b1ebb9fc2bc78526.pdf,numerical.va.lid.ation,85,4 NUMERICAL VA LID ATION This classical approach can be decomposed into the following,Geophysical Journal International
183 michea 2c274b5da1f640f282336a91b4d159a812d792d17d8ffb62b1ebb9fc2bc78526.pdf,and.p.erformance.an.aly.s.is,21488,"AND P ERFORMANCE AN ALY S IS steps: GPU hardware is available in two different flavours: relatively cheap (1) first compute values for points that need to be exchanged (i.e. video cards that can be installed on classical PCs that users already the outer points of each MPI slice); possess, and higher-end and more expensive dedicated graphics (2) extract MPI buffers from the main arrays; computing servers, for instance NVIDIA's TESLA machines. Let Implementation of asynchronous (i.e. non-blocking)",Geophysical Journal International
183 michea 2c274b5da1f640f282336a91b4d159a812d792d17d8ffb62b1ebb9fc2bc78526.pdf,c.oncl.usions.a.nd.future.w.ork,4975,"5 C ONCL USIONS A ND FUTURE W ORK flat; here the measured weak scaling is very good. We have accelerated a 3-D finite-difference wave propagation code by a factor between about 20 and 60 compared to a serial im- thus handles a 4 GB mesh slice and we increase the number of GPUs that participate in the calculation, which implies that we increase plementation using either one or several NVIDIA GPU graphics cards and the CUDA programming language. We have simulated the total size of the mesh. Such a",Geophysical Journal International
183 michea 2c274b5da1f640f282336a91b4d159a812d792d17d8ffb62b1ebb9fc2bc78526.pdf,a.c.kno.wledgments,1997,"A C KNO WLEDGMENTS lation of heterogeneous wave propagation on unstructured grids using ex- plicit, nondiffusive, discontinuous Galerkin methods, J. Comput. Acoust., The authors thank Dominik GÂ¨oddeke, Gordon Erlebacher, Rached (1), 57Â­81. 14 Abdelkhalek, Henri Calandra, Jean Roman, Jean-FrancÂ¸ois MÂ´ehaut, Brandvik, T. &amp; Pullan, G., 2007. Acceleration of a two-dimensional Euler Christophe Merlet, Philippe Thierry and Roland Martin for fruitful flow solver using commodity graphics hardwar",Geophysical Journal International
183 michea 2c274b5da1f640f282336a91b4d159a812d792d17d8ffb62b1ebb9fc2bc78526.pdf,references,4907,"REFERENCES Cockburn, B., Karniadakis, G.E. &amp; Shu, C.-W., 2000. Discontinuous Galerkin Methods: Theory, Computation and Applications, Springer, Abdelkhalek, R., 2007. Â´ Evaluation des accÂ´elÂ´erateurs de calcul GPGPU pour Heidelberg, Germany. la modÂ´elisation sismique, Master's thesis , ENSEIRB, Bordeaux, France. Collino, F. &amp; Tsogka, C., 2001. Application of the PML absorbing layer Abdelkhalek, R., Calandra, H., Coulaud, O., Roman, J. &amp; Latu, G., 2009. model to the linear elastody",Geophysical Journal International
183 michea 2c274b5da1f640f282336a91b4d159a812d792d17d8ffb62b1ebb9fc2bc78526.pdf,x.other.,303,"is similar to that of the seismic wave equation written in velocity vector and stress tensor. Key words: Numerical solutions; Numerical approximations and analysis; Earthquake ground motions; Computational seismology; Wave propagation. &amp; Vilotte (2005), Festa et al. (2005) for split CPMLs for seis-",Geophysical Journal International
186 Geophys. J. Int.-2013-Monteiller-230-47.pdf,i.ntr.o.duction,5794,"1 I NTR O DUCTION migrated images and do not fully account for all the complexity In the last decade, deployments of dense regional arrays such as the that may affect wave propagation in 3-D media. USArray transportable array have considerably improved our capac- Various efforts to close the gap between tomographic imaging ity to image the interior of the Earth. However, the exploitation of based upon ray theory and waveform inversion at the regional scale the wealth of information coming from t",Geophysical Journal International
186 Geophys. J. Int.-2013-Monteiller-230-47.pdf,theory.a.nd.outline.of.the,90,2 THEORY A ND OUTLINE OF THE and that the number of modes that need to be summed increases,Geophysical Journal International
186 Geophys. J. Int.-2013-Monteiller-230-47.pdf,method,18751,"METHOD dramatically with frequency. Thus, while normal mode methods Domain Reduction Methods are particularly attractive when the are ideally suited to the computation of long-period seismograms, source is located far from the local structures and if one wants to they are not suited to modelling short-period teleseismic body-wave perform a sequence of simulations for this source with variable records. local structures. This property has been extensively exploited, for To compute solutions of the",Geophysical Journal International
186 Geophys. J. Int.-2013-Monteiller-230-47.pdf,valid.at.ion,4732,"3 VALID AT ION in depth intervals where the shear wave velocity is smaller. The Let us benchmark our hybrid method against the DSM in the iasp91 frequency content of our simulations reproduces the typical obser-  reference earth model (Kennett &amp; Engdahl 1991). We consider an vation conditions of P receiver functions. The grid has a size of 2 c(""A hybrid method to compute short-periodsynthetic seismograms"", ""237"", ""Figure 6."", ""Snapshots of the vertical component of the scattered wavefield in",Geophysical Journal International
186 Geophys. J. Int.-2013-Monteiller-230-47.pdf,e.xamples.of.comput.at.ions.in,95,4 E XAMPLES OF COMPUT AT IONS IN the former plate boundary between Iberia and Europe. Depending,Geophysical Journal International
