paper,section_name,nchar,text,journal
152 lee 1-s2.0-S0012821X11006315-main.pdf,geological.and.geophysical.implications.of.slab.buckling,12022,"4.2. Geological and geophysical implications of slab buckling model experiments show that the stress environment of the back-arc evolves with the alternate steepening and shallowing slab; when the The buckling amplitude of descending slab in our experiments is slab is steepening the back-arc is under extending and vice versa consistent with the amplitude of the subducted slab (~400 km) esti- ( Guillaume et al., 2009 ). This is consistent with the scattered distribu- mated by the seismic tomograp",Earth and Planetary Science Letters
152 lee 1-s2.0-S0012821X11006315-main.pdf,conclusion,2550,"5. Conclusion structive comments that improved the manuscript. This study was supported by National Science Foundation grant EAR-0838026. C. Seismic tomography images show apparent thickening of the sub- Lee acknowledges partial supports by the Korean Government ducting slab in the shallow lower mantle and this is consistent with fi (MEST, # 2009-0092790). The gures were prepared using the General viscous slab buckling. In our calculations, we examine periodic slab Mapping Tools software package",Earth and Planetary Science Letters
152 lee 1-s2.0-S0012821X11006315-main.pdf,x.other.,1624,gure in all the experiments when rate Keywords: b of the trench migration ( V ) is relatively slow ( V | 2 cm/a) and viscosity increases across the 660 km subduction trench trench numerical model discontinuity are greater than a factor of 30. Slab buckling is expressed as alternate shallowing and steepening dip slab buckling of the subducting slab (from ~40 to ~100Â°) which is correlated with increasing and decreasing convergent rate of scaling laws the incoming oceanic plate toward the trench. ,Earth and Planetary Science Letters
153 lee 1-s2.0-S0012821X14002416-main.pdf,introduction,4506,"1. Introduction fast convergence rate ( 7 cm/a), and normal slab dip ( 30 )  at 16 Ma ( Sdrolias and MÃ¼ller, 2006; Syracuse and Abers, 2006 ) are not relevant conditions for slab melting ( Peacock, 2003; The tholeiitic basalts, andesites, and dacites in northeast- ern Japan, Sikhote-Alin and Sakhalin that erupted approximately van Keken et al., 2002 ), the peculiar dacite could be considered  22Â­11 Ma are coincident with the East (Japan) Sea opening to be adakitic rock resulting from diverse m",Earth and Planetary Science Letters
153 lee 1-s2.0-S0012821X14002416-main.pdf,numerical.models,16570,"2. Numerical models to northeastern Japan supports injection of the hot asthenospheric mantle into the corner of the mantle wedge ( Hanyu et al., 2006; Our two-dimensional numerical kinematicÂ­dynamic subduction Shuto et al., 2006; Tatsumi et al., 1989; Yamamoto and Hoang, models are similar to those described previously (e.g., Currie et 2009 ). In contrast, Faccenna et al. (2010) showed that upwelling al., 2004; Honda and Yoshida, 2005; Kneller and van Keken, 2008; of the hot asthenospheric man",Earth and Planetary Science Letters
153 lee 1-s2.0-S0012821X14002416-main.pdf,results,6397,"3. Results thicknesses of 40 and 50 km showed slab melting at 17.5 Ma, con-  sistent with the Abukuma adakite at 16 Ma ( Figs. 5g and 5h ). Fig. 4 shows the temperature (a1Â­a5), velocity (b1Â­b5), and Among the experiments using a duration of 5.0 Ma, the exper- viscosity (c1Â­c5) in the mantle wedge at 22.5, 20.0, 17.5, 15.0 iment using a thickness of 30 km resulted in slab melting at and 12.5 Ma, resulting from the experiment using a duration of 17.5 Ma, consistent with the Abukuma adakite ( F",Earth and Planetary Science Letters
153 lee 1-s2.0-S0012821X14002416-main.pdf,discussion,8551,"4. Discussion (S ) for slab melting, all experiments showed slab melting. How- 2 ever, as shown in Fig. 5 , the short-term slab melting essential for Our model calculations indicate that the short duration of the the pulse-like eruption of the Abukuma adakite requires a short temperature anomaly under the backarc explains the pulse-like duration of higher slab temperature than the low-end member  eruption of the Abukuma adakite at 16 Ma. If the low-end mem- solidus. Thus, the experiment using a ",Earth and Planetary Science Letters
153 lee 1-s2.0-S0012821X14002416-main.pdf,conclusion,659,"5. Conclusion adakite. If the hot asthenospheric mantle was injected into the corner We conducted a series of numerical subduction model cal- of the mantle wedge, why has the adakite erupted only locally culations to evaluate the effects of the short-term temperature in the Abukuma region, and not in other regions such as north- anomaly under the backarc on partial melting of the subduct- eastern Japanese arc, Sikhote-Alin, and Sakhalin? In a recent study, ing slab, essential for the pulse-like ",Earth and Planetary Science Letters
153 lee 1-s2.0-S0012821X14002416-main.pdf,x.other.,1483,"asthenospheric mantle into the corner of the mantle wedge along northeastern Japan, Sikhote-Alin, and Keywords: Sakhalin. In addition, no quantitative examination of the interaction between the hot asthenospheric adakite Abukuma volcanism mantle and cold subducting Pacific plate has been performed. In this study, we used a series of two- plume-slab interaction dimensional kinematicÂ­dynamic numerical subduction models to evaluate slab melting by the injection numerical model of a short-term temp",Earth and Planetary Science Letters
176 mcnamara 1-s2.0-S0012821X10004802-main.pdf,introduction,3511,"1. Introduction Some early studies found evidence for the ULVZ S-velocity reduction being up to 3 times that of the P-velocity, and argued for the existence of For over 15 yrs seismologists have mapped regions of ultra-low P- and partial melt as the cause ( e.g, Rost et al., 2005; Williams and Garnero, S-wave velocities at the very base of Earth's mantle at the core-mantle 1996 ). If the lowermost mantle is homogeneous in composition, then a boundary (CMB ). Ultra-low velocity zones (ULVZs) have",Earth and Planetary Science Letters
176 mcnamara 1-s2.0-S0012821X10004802-main.pdf,can.the.vigor.of.deep.mantle.convection.dynamically.support,635,"1. Can the vigor of deep mantle convection dynamically support 1994; Davies, 2008; Hirose et al., 1999; Hofmann and White, 1981; topography on material of such high density (as inferred from Nakagawa and Buffett, 2005; Nakagawa et al., 2009; Xie and Tackley, seismic observations of small scale ULVZs juxtaposed with mantle fl 2004a, 2004b ), or may be primordial remnants of a mantle lacking ULVZ structure), or would high density ULVZ material atten differentiation process that occurred much earli",Earth and Planetary Science Letters
176 mcnamara 1-s2.0-S0012821X10004802-main.pdf,on.the.other.hand..can.such.small.volumes.of.dense.ulvz.material,373,"2. On the other hand, can such small volumes of dense ULVZ material 2007; Lee et al., 2010; Solomatov and Stevenson, 1993; Tolstikhin survive intact for geologic times, or would they be completely and Hofmann, 2005 ). If denser than the background mantle, LLSVP entrained and mixed with the surrounding mantle? material can survive wholesale entrainment into the convecting",Earth and Planetary Science Letters
176 mcnamara 1-s2.0-S0012821X10004802-main.pdf,can.changing.subduction.patterns.cause.large.compositional,3457,"3. Can changing subduction patterns cause large compositional mantle, forming long-lived compositional reservoirs ( e.g., Bull et al., reservoirs (LLSVPs) to change shape and location over time, and if 2009; Davaille, 1999; Deschamps and Tackley, 2008; 2009; Garnero so, how would accumulations of dense ULVZ material respond to and McNamara, 2008; Jellinek and Manga, 2002; Kellogg et al., 1999; these changes? Lassak et al., 2007, 2010; McNamara and Zhong, 2004a, 2004, 2005; Nakagawa and Tackley, ",Earth and Planetary Science Letters
176 mcnamara 1-s2.0-S0012821X10004802-main.pdf,method,8316,"2. Method where , , T , ,and are dimensional reference values of density, o o o o thermal expansivity, the temperature difference between the core and The geodynamic calculations are performed by solving the non- the surface, upper mantle viscosity at non-dimensional temperature of dimensional equations for conservation of mass, momentum, and T = 0.5, and thermal diffusivity, respectively. g and h are constants of energy using the Boussinesq approximation. gravitational acceleration and mantle t",Earth and Planetary Science Letters
176 mcnamara 1-s2.0-S0012821X10004802-main.pdf,results,7805,"3. Results we begin with the same starting model, the temperature and fi compositional eld derived from a 2-component calculation (identical Table 1 lists the parameters used in each of our 5 case models. to our 3-component system with the dense ULVZ material excluded) Animations of each case are provided in Supplementary Online Material. c(""Case 1 employs ULVZ material that is 2.5-5% more dense than"", ""background mantle ("", ""B"", ""=1.0)."", ""Fig. 2"", ""a and b show a time snapshot of the"", ""temper",Earth and Planetary Science Letters
176 mcnamara 1-s2.0-S0012821X10004802-main.pdf,discussion.and.conclusions,2483,"3.1. Discussion and Conclusions contain elements apparently missing from mid-ocean ridge basalts that are observed in ocean island basalts, since plumes preferentially form This work assumes a compositional origin to ULVZs which is from the chemical reservoir boundaries which can entrain ULVZ motivated by seismic studies that infer the presence of isolated ULVZ material ( e.g., Hofmann, 1997 ). fi patches surrounded by non-ULVZ (e.g., Idehara et al., 2007; Rost et al., In the calculations provid",Earth and Planetary Science Letters
176 mcnamara 1-s2.0-S0012821X10004802-main.pdf,x.other.,1442,"with having a distinct chemical signature, regardless of melt content. However, it is unknown how a small Keywords: volume of very dense ULVZ material can be locally elevated, particularly in the presence of large-scale ULVZ compositional reservoirs predicted by seismology, geochemistry, and geodynamics. We perform ultra-high mantle convection LLVSPs resolution, kilometer-scale, thermochemical convection calculations for an entire mantle system containing Â­ core mantle boundary three distinct c",Earth and Planetary Science Letters
195 nielsen 1-s2.0-S0012821X12004529-main.pdf,introduction,5851,"1. Introduction Frontal and inland thinning of the many small glaciers along the northwest coast contribute to 20 of the annual mass loss rate $ % Over the last decade many outlet glaciers in Greenland have (2003Â­2008) of the Greenland ice sheet ( Van Den Broeke et al., experienced an increase in flow rate ( Rignot and Kanagaratnam, 2009 ), making it an important region to understand. 2006 ; Joughin et al., 2010 ), initially causing frontal thinning, and Upernavik IsstrÃ¸m (UI), located at the ",Earth and Planetary Science Letters
195 nielsen 1-s2.0-S0012821X12004529-main.pdf,spot.5.hrs.dem,573,"2.1. SPOT 5 HRS DEM 600 The SPOT 5 HRS DEM from 3 June 2008 used in this study is a product of the SPOT 5 stereoscopic survey of Polar Ice: Reference Images and Topographies (SPIRIT) Polar DALI program. The DEM resolution is 40 m, and it is referenced to the EGM96 geoid. The 400 DEM is automatically generated and hence no ground control points have been used to control it. More information about the SPIRIT program can be found in Korona et al. (2009) . To compare Frequency the SPOT 5 DEM to ATM ",Earth and Planetary Science Letters
195 nielsen 1-s2.0-S0012821X12004529-main.pdf,validation.of.spot.5.dem,3275,"2.1.1. Validation of SPOT 5 DEM 200 converted to WGS84 ellipsoid heights. the SPOT 5 DEM to ATM measurements, the SPOT 5 DEM is Frequency . To compare Korona et al. (2009) SPIRIT program can be found in points have been used to control it. More information about the DEM is automatically generated and hence no ground control 400 resolution is 40 m, and it is referenced to the EGM96 geoid. The Images and Topographies (SPIRIT) Polar DALI program. The DEM product of the SPOT 5 stereoscopic survey of",Earth and Planetary Science Letters
195 nielsen 1-s2.0-S0012821X12004529-main.pdf,gps,4968,"2.2. GPS triangles show the positions of GPS receivers. The red and yellow dots show the positions of the ATM and LVIS data used to validate the SPOT 5 DEM. The gray lines indicate a subdivision of UI into areas that represent the individual glaciers. We analyze data from two permanent continuous GPS receivers (For interpretation of the references to color in this figure caption, the reader is located 2and 65 km from the front of UI, west Greenland. The $ $ referred to the web version of this ar",Earth and Planetary Science Letters
195 nielsen 1-s2.0-S0012821X12004529-main.pdf,volume.change,1670,"2.3. Volume change kriging uncertainties. UI is primarily thinning across glacier 1, with an average rate of up to 15 m/yr during 2008Â­2010. Thinning from Ã€ To estimate the volume change of UI we first estimate this glacier extends far inland. Glaciers 2 and 4 show minor thinning elevation changes between the 2008 SPOT 5 DEM and 2010 near the front with average rates of up to 7m/yr; glacier 3 shows Ã€ ATM data. For each ATM data point we extract the closest SPOT practicallynothinning. Therateo",Earth and Planetary Science Letters
195 nielsen 1-s2.0-S0012821X12004529-main.pdf,modeled.crustal.response,2295,"2.4. Modeled crustal response mass loss of the individual glaciers in UI. With the subdivision of UI, demonstrate a local significant mass loss within UI, we estimate the summing the kriging covariance matrix. 2 Â¼ .Tofurther Fig. 4 significant mass loss are indicated with solid dots in 5 km. The error of the total UI mass loss is determined by R 1 Â¼ individual grid points within UI, primarily over glacier 1. Areas with a and 1 km R with ranges variogram model exponential ). Still, we do observ",Earth and Planetary Science Letters
195 nielsen 1-s2.0-S0012821X12004529-main.pdf,results,143,3. Results including correction for center of mass motion of the Earth due to theocean tides. Thesitecoordinates are computedinthe non-fiducial,Earth and Planetary Science Letters
195 nielsen 1-s2.0-S0012821X12004529-main.pdf,volume.change.of.ui.between.2008.and.2010,3633,"3.1. Volume change of UI between 2008 and 2010 frame and transformed to the ITRF2005 frame ( Altamimi et al., 2007 ). We estimate the secular trends and their uncertainty as described by The annual along-track elevation changes between 2008 and Khan et al. (2010b) . 2010 are displayed in Fig. 3 , and the elevation change estimates on a 1 1 km grid are shown in Fig. 4 together with their associated Ã‚ 2.3. Volume change kriging uncertainties. UI is primarily thinning across glacier 1, with an ave",Earth and Planetary Science Letters
195 nielsen 1-s2.0-S0012821X12004529-main.pdf,upstream.thinning,5091,"3.2. Upstream thinning to the regional elastic rebound (RER) method in Spada et al. (2012) . In this method the loading model M3 is discretized into To analyze glacier elevation changes upstream, we create disc shaped loads and convolved with loading Green's functions, elevation change time series at three GPS sites all located which are based on an Earth model with PREM ( Dziewonski and Anderson, 1981 ) structure. The corresponding uncertainties are estimated by a bootstrap approach. On the bas",Earth and Planetary Science Letters
195 nielsen 1-s2.0-S0012821X12004529-main.pdf,elevation.changes.between.2005.and.2011,2090,"3.3. Elevation changes between 2005 and 2011 cates that the observed uplift rate is based on GPS data until April 2010, else data until April 2011 is used. Rows 1Â­4 account for the Previous studies demonstrate that glaciers can show rapid absolute motions at the two sites UPVK and SRMP, while the fifth changes in dynamic thinning ( Howat et al., 2007 ; McFadden et al., row contains the vertical rates at SRMP relative to UPVK. By 2011 ). Hence, to obtain an understanding of the temporal changes ",Earth and Planetary Science Letters
195 nielsen 1-s2.0-S0012821X12004529-main.pdf,modeled.and.observed.uplift.rates,382,"3.4. Modeled and observed uplift rates Ã€ ), based on elevation 4.2 Gt/yr ( 6.7 span 2008Â­2010 to be s 7 short period we observe large variations in thinning rates. We estimate the average annual mass loss of UI in the time . Hence, within this relatively McFadden et al. (2011) described in the period 2005Â­2007. The observed deceleration is also 4. Discussion and conclusions Ã€",Earth and Planetary Science Letters
195 nielsen 1-s2.0-S0012821X12004529-main.pdf,discussion.and.conclusions,897,"4. Discussion and conclusions the period 2005Â­2007. The observed deceleration is also described in McFadden et al. (2011) . Hence, within this relatively We estimate the average annual mass loss of UI in the time short period we observe large variations in thinning rates. 7 s span 2008Â­2010 to be 6.7 4.2 Gt/yr ( ), based on elevation Ã€ 3.4. Modeled and observed uplift rates changes between a SPOT 5 DEM from 3 June 2008 and ATM data from May 2010. Considering the entire UI, the total estimated",Earth and Planetary Science Letters
195 nielsen 1-s2.0-S0012821X12004529-main.pdf,x.other.,1373,"4.2 Gt/ Ã€ Keywords: 2 yr, over an area of 1600 km . The ice mass loss occurs primarily over the northern glacier of UI. This $ elastic uplift pattern is also observed 40 km upstream, where we observe glacier thinning at a rate of $ GPS 7 7 1.6 0.3 m/yr across the northern portion of UI and 0.5 0.1 m/yr across the southern portion. Ã€ Ã€ ice loss 7 7 GPS measurements suggest bedrock uplift rates of 7.6 0.6 mm/yr (UPVK) and 16.2 0.6 mm/yr west Greenland 7 (SRMP). The modeled ice mass loss of UI c",Earth and Planetary Science Letters
206 pysklywec 1-s2.0-S0012821X09006694-main.pdf,introduction,3639,"1. Introduction extrusion of the lower crust in an orogenic vise gives rise to changing structural evolution along the plate boundary ( Cruden, 2006 ). It is Although the behaviour of the crust at convergent plate bound- plausible to expect that shortening mantle lithosphere may experi- aries is reasonably well-constrained by geological and geophysical ence similar boundary-parallel perturbations during its evolution, but data, less is known about underlying, denser mantle layers since such most",Earth and Planetary Science Letters
206 pysklywec 1-s2.0-S0012821X09006694-main.pdf,tectonic.setting.of.the.new.zealand.collision.zone,547,"1.1. Tectonic setting of the New Zealand collision zone Â­ fi ). The 1976; Rait et al., 1991; Kamp, 1999; Stagpoole and Nicol, 2008 Ballance, b) initiated at least 20 Ma, possibly as much as 40 Ma ( Fig. 1 ( collisional settings. The north-west dipping Hikurangi subduction zone to the north unduly polarising interpretations of mantle lithosphere behaviour in members used in the mantle debate are too simple, and may be 1.2. Transitions from subduction to collision along strike from the transition",Earth and Planetary Science Letters
206 pysklywec 1-s2.0-S0012821X09006694-main.pdf,transitions.from.subduction.to.collision.along.strike,6755,"1.2. Transitions from subduction to collision along strike members used in the mantle debate are too simple, and may be unduly polarising interpretations of mantle lithosphere behaviour in The north-west dipping Hikurangi subduction zone to the north collisional settings. ( Fig. 1 b) initiated at least 20 Ma, possibly as much as 40 Ma ( Ballance, 1976; Rait et al., 1991; Kamp, 1999; Stagpoole and Nicol, 2008 ). The fi Â­ 1.1. Tectonic setting of the New Zealand collision zone subducted slab has ",Earth and Planetary Science Letters
206 pysklywec 1-s2.0-S0012821X09006694-main.pdf,along.strike.crustal.variations,1701,"1.3. Along-strike crustal variations 2. Experimental set-up An estimate of the three-dimensional structure of the crust To model the upper mantle scale plate boundary tectonics, we have beneath the South Island was derived from seismic velocity models adopted the ellipsis3d geodynamics code ( O'Neill et al., 2006 ). The fi of the region ( Eberhart-Phillips and Bannister, 2002 ). The velocity code uses a particle in cell nite element method that allows for stable calculations on a Eulerian mesh w",Earth and Planetary Science Letters
206 pysklywec 1-s2.0-S0012821X09006694-main.pdf,distribution.of.mantle.lithosphere.beneath.the.collision.zone,3132,"1.4. Distribution of mantle lithosphere beneath the collision zone For our standard model, we set up a computational space with for a full description. ). Henrys et al., 2004; Bourguignon et al., 2007 O'Neill et al. (2006) Boussinesq approximation; readers are referred to Scherwath et al., 2003; Van Avendonk et al., 2004; southern transect ( momentum, and energy while ignoring inertial terms and making the west transects with crust thickening (to 45 km) at the two east Â­ The code solves the gov",Earth and Planetary Science Letters
206 pysklywec 1-s2.0-S0012821X09006694-main.pdf,the.subduction.scissor,1350,"1.5. The subduction scissor oceanic plate beneath the South Island but ( Sutherland et al., 2000 ) illustrate the geometry and discuss implications of an attached and With the present northward migration of the east-dipping Fiordland/ fl torn slab. Malservisi et al. (2003) reconcile elastic exural models Puysegur subduction towards the west-dipping Hikurangi subduction, of the transition in Fiordland with gravity anomalies and surface the South Island may be thought of as being caught within a t",Earth and Planetary Science Letters
206 pysklywec 1-s2.0-S0012821X09006694-main.pdf,experimental.set.up,15057,"2. Experimental set-up An estimate of the three-dimensional structure of the crust To model the upper mantle scale plate boundary tectonics, we have beneath the South Island was derived from seismic velocity models adopted the ellipsis3d geodynamics code ( O'Neill et al., 2006 ). The fi of the region ( Eberhart-Phillips and Bannister, 2002 ). The velocity code uses a particle in cell nite element method that allows for stable calculations on a Eulerian mesh while taking into account deforming mo",Earth and Planetary Science Letters
206 pysklywec 1-s2.0-S0012821X09006694-main.pdf,results,12375,"3. Results zone. The behaviour of the model is in agreement with earlier two- dimensional models of colliding continental mantle lithosphere where For convergence model C1 the two continental plates are pushed the lower lithosphere can undergo viscous dripping while the upper- Â­ together with no strike slip velocity component and no edge sub- most mantle lithosphere underthrusts/subducts ( Pysklywec et al., duction forcing ( Fig. 2 b). The convergence is imposed by velocity 2002 ). boundary con",Earth and Planetary Science Letters
206 pysklywec 1-s2.0-S0012821X09006694-main.pdf,conclusions.discussion.interpretations,940,"4. Conclusions/discussion/interpretations boundary-parallel shear occurs through almost the full width of the mantle lithosphere root, although anomalous features of the root The results show that: remain coherent enough to migrate along strike. The issue of strain localisation in the sub-crustal lithosphere is not well understood, but Â· Bounding subduction at the edges of the box promotes descending clearly is important for trying to interpret the geodynamics of this instability of the contine",Earth and Planetary Science Letters
206 pysklywec 1-s2.0-S0012821X09006694-main.pdf,x.other.,1295,"dipping bounding subduction, the mantle lithosphere root takes on a more complex morphology that folds Keywords: over from one subduction polarity to the other, but remains as a continuous feature as it folds under the continental collision collision zone. In the absence of bounding subduction, the plate convergence causes a linear (along strike) mantle lithosphere Â­ subduction mantle lithosphere root to develop. A rapid strike slip motion between the converging plates transfers numerical model",Earth and Planetary Science Letters
21 Becker 1-s2.0-S0012821X11004857-main.pdf,introduction,2384,"1. Introduction large and relatively slowly moving African continent, India and Arabia show northward indentation into Eurasia. On both plates, the geode- Collisional orogens are among the most impressive manifestations tically inferred velocities decrease gradually inside the collision zone. fl of plate tectonics. The classical theory for orogeny suggests that crust- Velocities then progressively turn laterally outward, in a toroidal ow al thickening persists after the entrance of continental l",Earth and Planetary Science Letters
21 Becker 1-s2.0-S0012821X11004857-main.pdf,kinematics.in.the.present.and.past,3560,"1.1. Kinematics in the present and past Tapponnier, 1975 ). After collision, India's plate velocity decreased, to  Â­ 4 5 cm/yr at the present day ( Copley et al., 2010; Zhang et al., Despite their differences in scale and rates, the present kine-  2004 ). Between 25% and 50% of the plate velocity during the last matic patterns associated with the motion of the India and Arabia  25 Ma was accommodated by overriding plate thickening and fi plates with respect to xed Eurasia show some striking sim",Earth and Planetary Science Letters
21 Becker 1-s2.0-S0012821X11004857-main.pdf,dynamics,1796,"1.2. Dynamics tting plate motions and the are motivated by previous work on fi ). Our parameter choices as described subsequently and Becker, 2010 ). Meijer and Wortel, 1999 um ( Faccenna terested in, while maintaining a globally consistent model ( geodesy, may then be representative of the long-term force equilibri- 100 km scales we are in- viscous behavior of the lithosphere on the inference, the present-day kinematics, for example as recorded by  cient to resolve regional, the upper mantle wh",Earth and Planetary Science Letters
21 Becker 1-s2.0-S0012821X11004857-main.pdf,methods,12545,"2. Methods and Molnar, 2010; Jolivet and Faccenna, 2000 ). It appears that Arabia's lateral motion was contemporaneous with continental un- To examine the mantle drag contributions due to different buoy- fl derthrusting ( Hatzfeld and Molnar, 2010; McQuarrie et al., 2003 ), ancy force distributions, we use 3-D, spherical mantle ow computa-  and similar to the case of India, half of the present-day shortening tions ( Hager and O'Connell, 1981 ). To model mantle circulation, we fi is accommodated ",Earth and Planetary Science Letters
21 Becker 1-s2.0-S0012821X11004857-main.pdf,results,4681,"3. Results dicted to be typically 1.5 cm/yr at 660 km and in the lower mantle, Â­ broadly consistent with geological tomographic reconstructions ( van Fig. 2 shows surface velocities for our reference model. The motion der Meer et al., 2010 ). Â­ of the Indian plate ( Fig. 2 C) is fairly well reproduced compared to Overall, the upwelling downwelling circuit forms a convection "" "" cell ( conveyor belt, realizing that there is three-dimensionality to geodetic velocities (orange arrows, averaged fr",Earth and Planetary Science Letters
21 Becker 1-s2.0-S0012821X11004857-main.pdf,sensitivity.tests,6851,"3.1. Sensitivity tests fl To further explore the contribution of mantle ow on the regional plate motions, we start from the reference model, and set to zero the motion of all plates outside the Eurasian/Arabian domain ( Fig. 5 A). fl This model shows that the in uence of the surrounding plate fi motions is to turn the velocity eld northerly for India and Arabia  Â­ fi by 10Â° 20Â° , but velocity amplitudes are not affected signi cantly. ? Prescribing the plate motion of Australia or Africa ( Fig",Earth and Planetary Science Letters
21 Becker 1-s2.0-S0012821X11004857-main.pdf,discussion,2573,"4. Discussion Comparing the reference model with Fig. 5 F shows that incorpo- rating the density distribution within upper mantle subduction Given our results, we can now infer the most important driving zones in addition to active upwellings gives a better match to the fi forces for the Tethyan collisional system at present-day. The pull overall velocity eld. For example, incorporating the density anoma- exerted by subducting lithosphere is modeled by density anomalies ly within the Hellenic tr",Earth and Planetary Science Letters
21 Becker 1-s2.0-S0012821X11004857-main.pdf,conclusions,4368,"5. Conclusions proposed for Arabia ( Faccenna et al., 2006; Hafkenscheid et al., 2006 ), and would limit the possible action of slab-pull forces. Recent We substantiate previous suggestions that mantle drag and fi tomographic images illustrate that the slabs beneath India and Ara- active upwellings are highly ef cient in driving continental plates bia (e.g. Keskin, 2003; Li et al., 2008b ) are now rather small, perhaps ( Alvarez, 2010; Cande and Stegman, 2011; Gurnis and Torsvik, 1994; underthru",Earth and Planetary Science Letters
21 Becker 1-s2.0-S0012821X11004857-main.pdf,x.other.,416,"seismic tomography or slab models. Our results show that mantle drag exerted on the base of the lithosphere Keywords: "" "" by a large-scale, convective conveyor belt with an active upwelling component is likely the main cause for continental collision mantle upwelling the ongoing indentation of the Indian and Arabian plates into Eurasia. plate motions Â© 2011 Elsevier B.V. All rights reserved. plate driving forces",Earth and Planetary Science Letters
23 Beutal 1-s2.0-S0012821X10001081-main.pdf,introduction,4530,"1. Introduction 1996; Jackson and Blenkinsop, 1997; Ebinger et al., 1999; van Wijk, 2005; Corti et al., 2007 ). Examples include the East African Rift system Continental rift zones have a segmented character, whereby the and the Rio Grande Rift in the southwestern US (e.g., Chapin and Â­ rift is divided along-axis into basins that are typically 40 100 km long. Cather, 1994; Hayward and Ebinger, 1996; Upcott et al., 1996 ). The large offset fault systems bounding the basins are linked by trans- A",Earth and Planetary Science Letters
23 Beutal 1-s2.0-S0012821X10001081-main.pdf,tectonic.setting,3817,"2. Tectonic setting segments within the northern Main Ethiopian Rift and Afar depres- sion, where an ongoing rifting episode provides additional insights. The Main Ethiopian and Afar rift systems developed within the fl Numerical models are used to study the effects of magma emplace- Afar ood basalt province above a broad region of anomalously low fi ment on the lithospheric stress eld, and are compared with geo- velocity mantle (e.g. Montelli et al., 2004; Benoit et al., 2006; Bastow fi 40 39 p",Earth and Planetary Science Letters
23 Beutal 1-s2.0-S0012821X10001081-main.pdf,magmatic.segments.in.the.northern.mer.and.southern.red.sea,6538,"2.1. Magmatic segments in the northern MER and southern Red Sea rather than a failed rift arm ( Wolfenden et al., 2004 ). regions Seismic and geochemical data provide constraints on melting fi and melt emplacement beneath the MER. P- and S-wave tomography Right-stepping, en echelon faults, ssures and chains of Quater- Â­ models indicate that the lithosphere asthenosphere boundary lies nary eruptive centers are the locus of Quaternary strain in the north-  at 70 km below the surface with anomalou",Earth and Planetary Science Letters
23 Beutal 1-s2.0-S0012821X10001081-main.pdf,possible.causes.of.magmatic.segmentation,3043,"3. Possible causes of magmatic segmentation 1Â·10 Pas). The varied parameters did not in uence where shear bands (corresponding to normal faults in the lithosphere) were formed, While observations of the Main Ethiopian Rift (MER) discussed and are not further discussed here. The magmatic intrusions were - 3 above suggest that internal processes may be the main controlling chosen to have a higher density than the crust (3000 kg m ). The factor for current deformation and magmatic activity in the ",Earth and Planetary Science Letters
23 Beutal 1-s2.0-S0012821X10001081-main.pdf,magmatic.segments.and.normal.faulting,2401,"3.1. Magmatic segments and normal faulting locations of the intrusions determined where a normal fault was formed, and the strike of the faults was perpendicular to the exten- The young magmatic segments of the MER that formed when sion direction. In the case of two intrusions, two shear bends were strain on its border faults transitioned to narrow segments, are sub- formed. Dependent on the spacing of the intrusions, and their lateral orthogonal to the extension direction, arranged en echelon a",Earth and Planetary Science Letters
23 Beutal 1-s2.0-S0012821X10001081-main.pdf,evolution.of.magmatic.segments,6916,"3.2. Evolution of magmatic segments    -  cosity , according to = exp( bT ), with b = 0.0115 and =1 Â· 0 0 25 25 fi fl 10 Pas (a viscosity of 1 Â· 10 Pas at shallow upper crustal depths We rst examine the exure of the lithosphere alone as a result  22 Â­ fl decreases to 1.6 Â· 10 Pas at Moho depth); a Drucker Prager yield- of the emplacement of en echelon magma bodies. The exural defor- 7 ing criterion with friction angle of 30Â° and cohesion of 4.4 Â· 10 Pa; mation is calculated using the metho",Earth and Planetary Science Letters
23 Beutal 1-s2.0-S0012821X10001081-main.pdf,methods,3770,"3.2.1. Methods 50 km ( Ebinger and Casey, 2001; Wolfenden et al., 2004 )( Fig. 5 B). We use the along-axis segmentation interpretations of Casey et al. While some magma bodies may intrude the sedimentary /volcani- fi fi (2006) to construct 2-D mapview and cross-sectional nite element clastic basin ll, the main large igneous bodies are located in the models of the MER with varying strength magmatic intrusive bodies. continental crust. The models were constructed to better understand fi The stress",Earth and Planetary Science Letters
23 Beutal 1-s2.0-S0012821X10001081-main.pdf,results,5776,"3.2.2. Results minimum stress vectors (black is extensional, white is compressional). Black boxes outline material differences associated with the rift zone and the magmatic segments Overall, the results indicate that when the magma bodies are hot Â­ within it. Arrows on the edges of the results indicate the applied stress direction. C D. and weak (i.e., shortly after intrusion) extensional stress is concen- Model results for cross-section of strong (C) and weak (D) magmatic segments in trated n",Earth and Planetary Science Letters
23 Beutal 1-s2.0-S0012821X10001081-main.pdf,discussion..formation.and.stability.of.magmatic.segments,5832,"4. Discussion: Formation and stability of magmatic segments than adjacent segments. The presence of elevated amounts of partial melt in the upper crust within the Boset segment is supported by par- The models show that strain localization can be initiated by magma ticularly high (5%) crustal anisotropy ( Keir et al., 2005 ), and low resis- fi Â­  intrusions into continental crust within an extensional stress eld. tivity (1 3 m) anomalies ( Whaler and Hautot, 2006 ). SKS splitting Magma intrusion",Earth and Planetary Science Letters
